id_espacio_publico,id_fuente,parte_original,area_m2,area_ha
EP003075,1,3075,24544.31,2.4544
EP003076,1,3076,84.4,0.0084
EP003077,1,3077,731.49,0.0731
EP003078,1,3078,15828.15,1.5828
EP003079,1,3079,62.13,0.0062
EP003080,1,3080,214.91,0.0215
EP003081,1,3081,290.31,0.029
EP003082,1,3082,4654.61,0.4655
EP003083,1,3083,659.7,0.066
EP003084,1,3084,93.11,0.0093
EP003085,1,3085,108.01,0.0108
EP003086,1,3086,19.22,0.0019
EP003087,1,3087,551.51,0.0552
EP003088,1,3088,560.96,0.0561
EP003089,1,3089,1105.18,0.1105
EP003090,1,3090,1345.64,0.1346
EP003091,1,3091,557.8,0.0558
EP003092,1,3092,178.14,0.0178
EP003093,1,3093,185.99,0.0186
EP003094,1,3094,79.26,0.0079
EP003095,1,3095,105.47,0.0105
EP003096,1,3096,451.77,0.0452
EP003097,1,3097,812.27,0.0812
EP003098,1,3098,71.06,0.0071
EP003099,1,3099,41.86,0.0042
EP003100,1,3100,454.15,0.0454
EP003101,1,3101,382.9,0.0383
EP003102,1,3102,5549.62,0.555
EP003103,1,3103,465.66,0.0466
EP003104,1,3104,84.74,0.0085
EP003105,1,3105,93.42,0.0093
EP003106,1,3106,615.8,0.0616
EP003107,1,3107,3781.0,0.3781
EP003108,1,3108,166.33,0.0166
EP003109,1,3109,4405.59,0.4406
EP003110,1,3110,85.81,0.0086
EP003111,1,3111,182.55,0.0183
EP003112,1,3112,1638.11,0.1638
EP003113,1,3113,5837.28,0.5837
EP003114,1,3114,261.34,0.0261
EP003115,1,3115,302.22,0.0302
EP003116,1,3116,451.23,0.0451
EP003117,1,3117,1700.34,0.17
EP003118,1,3118,487.31,0.0487
EP003119,1,3119,49.15,0.0049
EP003120,1,3120,270.41,0.027
EP003121,1,3121,135.97,0.0136
EP003122,1,3122,32426.92,3.2427
EP003123,1,3123,672.48,0.0672
EP003124,1,3124,2123.47,0.2123
EP003125,1,3125,4795.91,0.4796
EP003126,1,3126,792.35,0.0792
EP003127,1,3127,53158.3,5.3158
EP003128,1,3128,162.24,0.0162
EP003129,1,3129,311.72,0.0312
EP003130,1,3130,98.95,0.0099
EP003131,1,3131,284.62,0.0285
EP003132,1,3132,2028.74,0.2029
EP003133,1,3133,62.21,0.0062
EP003134,1,3134,130.99,0.0131
EP003135,1,3135,205.96,0.0206
EP003136,1,3136,209.55,0.021
EP003137,1,3137,2874.48,0.2874
EP003138,1,3138,178.22,0.0178
EP003139,1,3139,39.14,0.0039
EP003140,1,3140,807.8,0.0808
EP003141,1,3141,5665.28,0.5665
EP003142,1,3142,10887.9,1.0888
EP003143,1,3143,19533.87,1.9534
EP003144,1,3144,354.41,0.0354
EP003145,1,3145,227.63,0.0228
EP003146,1,3146,1547.09,0.1547
EP003147,1,3147,227.21,0.0227
EP003148,1,3148,921.85,0.0922
EP003149,1,3149,5.22,0.0005
EP003150,1,3150,362.45,0.0362
EP003151,1,3151,8.75,0.0009
EP003152,1,3152,35.13,0.0035
EP003153,1,3153,569.31,0.0569
EP003154,1,3154,22.57,0.0023
EP003155,1,3155,14683.59,1.4684
EP003156,1,3156,7577.25,0.7577
EP003157,1,3157,79.64,0.008
EP003158,1,3158,1035.7,0.1036
EP003159,1,3159,340.76,0.0341
EP003160,1,3160,230.35,0.023
EP003161,1,3161,18.95,0.0019
EP003162,1,3162,3816.45,0.3816
EP003163,1,3163,23.42,0.0023
EP003164,1,3164,3365.53,0.3366
EP003165,1,3165,4642.35,0.4642
EP003166,1,3166,209.57,0.021
EP003167,1,3167,1102.56,0.1103
EP003168,1,3168,1201.89,0.1202
EP003169,1,3169,11.75,0.0012
EP003170,1,3170,95153.12,9.5153
EP003171,1,3171,12.01,0.0012
EP003172,1,3172,722.73,0.0723
EP003173,1,3173,17.31,0.0017
EP003174,1,3174,36.7,0.0037
EP003175,1,3175,926.94,0.0927
EP003176,1,3176,857.66,0.0858
EP003177,1,3177,2042.46,0.2042
EP003178,1,3178,2512.33,0.2512
EP003179,1,3179,4866.43,0.4866
EP003180,1,3180,117.64,0.0118
EP003181,1,3181,38.77,0.0039
EP003182,1,3182,905.79,0.0906
EP003183,1,3183,1028.28,0.1028
EP003184,1,3184,38.96,0.0039
EP003185,1,3185,23.04,0.0023
EP003186,1,3186,1136.45,0.1136
EP003187,1,3187,655.12,0.0655
EP003188,1,3188,8.75,0.0009
EP003189,1,3189,6974.46,0.6974
EP003190,1,3190,2421.41,0.2421
EP003191,1,3191,1216.22,0.1216
EP003192,1,3192,861.19,0.0861
EP003193,1,3193,3323.47,0.3323
EP003194,1,3194,4365.49,0.4365
EP003195,1,3195,1778.88,0.1779
EP003196,1,3196,28.74,0.0029
EP003197,1,3197,208.5,0.0209
EP003198,1,3198,2512.71,0.2513
EP003199,1,3199,4839.07,0.4839
EP003200,1,3200,6693.34,0.6693
EP003201,1,3201,37.66,0.0038
EP003202,1,3202,38555.49,3.8555
EP003203,1,3203,56.69,0.0057
EP003204,1,3204,5982.78,0.5983
EP003205,1,3205,542.59,0.0543
EP003206,1,3206,192.56,0.0193
EP003207,1,3207,81.7,0.0082
EP003208,1,3208,689.93,0.069
EP003209,1,3209,1547.54,0.1548
EP003210,1,3210,3438.2,0.3438
EP003211,1,3211,358.37,0.0358
EP003212,1,3212,474.87,0.0475
EP003213,1,3213,219.82,0.022
EP003214,1,3214,89.65,0.009
EP003215,1,3215,1312.44,0.1312
EP003216,1,3216,3592.28,0.3592
EP003217,1,3217,8.44,0.0008
EP003218,1,3218,12.96,0.0013
EP003219,1,3219,193.51,0.0194
EP003220,1,3220,149.08,0.0149
EP003221,1,3221,3895.86,0.3896
EP003222,1,3222,364.79,0.0365
EP003223,1,3223,228.63,0.0229
EP003224,1,3224,1356.0,0.1356
EP003225,1,3225,121.37,0.0121
EP003226,1,3226,2223.09,0.2223
EP003227,1,3227,1656.7,0.1657
EP003228,1,3228,1246.74,0.1247
EP003229,1,3229,406.31,0.0406
EP003230,1,3230,8074.08,0.8074
EP003231,1,3231,341.79,0.0342
EP003232,1,3232,141.39,0.0141
EP003233,1,3233,784.76,0.0785
EP003234,1,3234,18829.64,1.883
EP003235,1,3235,842.68,0.0843
EP003236,1,3236,9157.44,0.9157
EP003237,1,3237,1334.67,0.1335
EP003238,1,3238,1190.51,0.1191
EP003239,1,3239,12940.73,1.2941
EP003240,1,3240,5600.14,0.56
EP003241,1,3241,220.83,0.0221
EP003242,1,3242,2678.19,0.2678
EP003243,1,3243,27248.32,2.7248
EP003244,1,3244,67.37,0.0067
EP003245,1,3245,3767.18,0.3767
EP003246,1,3246,52.22,0.0052
EP003247,1,3247,1480.45,0.148
EP003248,1,3248,15.08,0.0015
EP003249,1,3249,161.77,0.0162
EP003250,1,3250,2253.25,0.2253
EP003251,1,3251,38.08,0.0038
EP003252,1,3252,1474.14,0.1474
EP003253,1,3253,152.52,0.0153
EP003254,1,3254,21.76,0.0022
EP003255,1,3255,1474.96,0.1475
EP003256,1,3256,2237.09,0.2237
EP003257,1,3257,12853.04,1.2853
EP003258,1,3258,767.79,0.0768
EP003259,1,3259,89.61,0.009
EP003260,1,3260,59834.6,5.9835
EP003261,1,3261,1345.3,0.1345
EP003262,1,3262,16.18,0.0016
EP003263,1,3263,1195.0,0.1195
EP003264,1,3264,200.09,0.02
EP003265,1,3265,1731.81,0.1732
EP003266,1,3266,8363.85,0.8364
EP003267,1,3267,83.78,0.0084
EP003268,1,3268,564.53,0.0565
EP003269,1,3269,21.34,0.0021
EP003270,1,3270,1960.44,0.196
EP003271,1,3271,137.85,0.0138
EP003272,1,3272,6101.07,0.6101
EP003273,1,3273,97.18,0.0097
EP003274,1,3274,62.98,0.0063
EP003275,1,3275,272.9,0.0273
EP003276,1,3276,2595.93,0.2596
EP003277,1,3277,367.11,0.0367
EP003278,1,3278,9561.42,0.9561
EP003279,1,3279,6868.04,0.6868
EP003280,1,3280,1708.69,0.1709
EP003281,1,3281,614.25,0.0614
EP003282,1,3282,31.09,0.0031
EP003283,1,3283,545.16,0.0545
EP003284,1,3284,6394.84,0.6395
EP003285,1,3285,324.6,0.0325
EP003286,1,3286,7885.66,0.7886
EP003287,1,3287,1725.37,0.1725
EP003288,1,3288,3264.25,0.3264
EP003289,1,3289,1620.27,0.162
EP003290,1,3290,2820.15,0.282
EP003291,1,3291,8444.61,0.8445
EP003292,1,3292,6453.67,0.6454
EP003293,1,3293,280.23,0.028
EP003294,1,3294,3161.65,0.3162
EP003295,1,3295,52486.39,5.2486
EP003296,1,3296,3697.98,0.3698
EP003297,1,3297,7587.64,0.7588
EP003298,1,3298,50441.86,5.0442
EP003299,1,3299,364.67,0.0365
EP003300,1,3300,614.12,0.0614
EP003301,1,3301,409.48,0.0409
EP003302,1,3302,46305.55,4.6306
EP003303,1,3303,1841.59,0.1842
EP003304,1,3304,345.44,0.0345
EP003305,1,3305,12609.45,1.2609
EP003306,1,3306,2079.23,0.2079
EP003307,1,3307,11605.7,1.1606
EP003308,1,3308,6271.16,0.6271
EP003309,1,3309,425.3,0.0425
EP003310,1,3310,188.14,0.0188
EP003311,1,3311,972.85,0.0973
EP003312,1,3312,894.9,0.0895
EP003313,1,3313,1932.74,0.1933
EP003314,1,3314,4545.25,0.4545
EP003315,1,3315,1208.23,0.1208
EP003316,1,3316,349.97,0.035
EP003317,1,3317,744.46,0.0744
EP003318,1,3318,1745.82,0.1746
EP003319,1,3319,5588.72,0.5589
EP003320,1,3320,8540.82,0.8541
EP003321,1,3321,8281.14,0.8281
EP003322,1,3322,4015.99,0.4016
EP003323,1,3323,254.25,0.0254
EP003324,1,3324,890.24,0.089
EP003325,1,3325,7249.19,0.7249
EP003326,1,3326,33548.08,3.3548
EP003327,1,3327,79.58,0.008
EP003328,1,3328,112.56,0.0113
EP003329,1,3329,2847.4,0.2847
EP003330,1,3330,31705.26,3.1705
EP003331,1,3331,2821.22,0.2821
EP003332,1,3332,482.12,0.0482
EP003333,1,3333,349.96,0.035
EP003334,1,3334,7091.79,0.7092
EP003335,1,3335,2218.11,0.2218
EP003336,1,3336,417.49,0.0417
EP003337,1,3337,163.21,0.0163
EP003338,1,3338,5410.68,0.5411
EP003339,1,3339,1527.35,0.1527
EP003340,1,3340,223193.14,22.3193
EP003341,1,3341,2086.44,0.2086
EP003342,1,3342,14147.17,1.4147
EP003343,1,3343,623.2,0.0623
EP003344,1,3344,82.49,0.0082
EP003345,1,3345,394.59,0.0395
EP003346,1,3346,349.97,0.035
EP003347,1,3347,9509.91,0.951
EP003348,1,3348,90.72,0.0091
EP003349,1,3349,634.71,0.0635
EP003350,1,3350,1331.91,0.1332
EP003351,1,3351,7038.59,0.7039
EP003352,1,3352,71.78,0.0072
EP003353,1,3353,4870.34,0.487
EP003354,1,3354,145.79,0.0146
EP003355,1,3355,147.27,0.0147
EP003356,1,3356,8872.35,0.8872
EP003357,1,3357,3422.25,0.3422
EP003358,1,3358,309.98,0.031
EP003359,1,3359,1178.26,0.1178
EP003360,1,3360,5125.95,0.5126
EP003361,1,3361,186.39,0.0186
EP003362,1,3362,240.35,0.024
EP003363,1,3363,76.71,0.0077
EP003364,1,3364,120.06,0.012
EP003365,1,3365,28.39,0.0028
EP003366,1,3366,550.27,0.055
EP003367,1,3367,149.87,0.015
EP003368,1,3368,1977.06,0.1977
EP003369,1,3369,134.63,0.0135
EP003370,1,3370,5588.87,0.5589
EP003371,1,3371,349.95,0.035
EP003372,1,3372,2176.5,0.2177
EP003373,1,3373,124.69,0.0125
EP003374,1,3374,3067.14,0.3067
EP003375,1,3375,13.48,0.0013
EP003376,1,3376,125.83,0.0126
EP003377,1,3377,2215.84,0.2216
EP003378,1,3378,13096.06,1.3096
EP003379,1,3379,38.17,0.0038
EP003380,1,3380,733.61,0.0734
EP003381,1,3381,86.25,0.0086
EP003382,1,3382,8341.34,0.8341
EP003383,1,3383,62.99,0.0063
EP003384,1,3384,117.21,0.0117
EP003385,1,3385,92.49,0.0092
EP003386,1,3386,303.6,0.0304
EP003387,1,3387,154597.38,15.4597
EP003388,1,3388,3199.05,0.3199
EP003389,1,3389,348.56,0.0349
EP003390,1,3390,75.14,0.0075
EP003391,1,3391,22228.58,2.2229
EP003392,1,3392,21.55,0.0022
EP003393,1,3393,47.08,0.0047
EP003394,1,3394,409.9,0.041
EP003395,1,3395,73.21,0.0073
EP003396,1,3396,1255.3,0.1255
EP003397,1,3397,463.52,0.0464
EP003398,1,3398,119.98,0.012
EP003399,1,3399,1764.11,0.1764
EP003400,1,3400,9.19,0.0009
EP003401,1,3401,38.0,0.0038
EP003402,1,3402,719.43,0.0719
EP003403,1,3403,11862.38,1.1862
EP003404,1,3404,281.85,0.0282
EP003405,1,3405,2078.29,0.2078
EP003406,1,3406,110.84,0.0111
EP003407,1,3407,6776.52,0.6777
EP003408,1,3408,21.45,0.0021
EP003409,1,3409,37.03,0.0037
EP003410,1,3410,1261.53,0.1262
EP003411,1,3411,139.55,0.014
EP003412,1,3412,23177.82,2.3178
EP003413,1,3413,4620.49,0.462
EP003414,1,3414,3694.11,0.3694
EP003415,1,3415,293.88,0.0294
EP003416,1,3416,83.85,0.0084
EP003417,1,3417,81.98,0.0082
EP003418,1,3418,965.91,0.0966
EP003419,1,3419,713.42,0.0713
EP003420,1,3420,481.2,0.0481
EP003421,1,3421,88.88,0.0089
EP003422,1,3422,127.5,0.0127
EP003423,1,3423,2324.59,0.2325
EP003424,1,3424,52.35,0.0052
EP003425,1,3425,672.47,0.0672
EP003426,1,3426,5905.95,0.5906
EP003427,1,3427,386.57,0.0387
EP003428,1,3428,895.23,0.0895
EP003429,1,3429,2374.32,0.2374
EP003430,1,3430,2035.42,0.2035
EP003431,1,3431,6432.97,0.6433
EP003432,1,3432,14517.58,1.4518
EP003433,1,3433,4794.49,0.4794
EP003434,1,3434,2293.24,0.2293
EP003435,1,3435,675.12,0.0675
EP003436,1,3436,292.86,0.0293
EP003437,1,3437,2799.98,0.28
EP003438,1,3438,2151.56,0.2152
EP003439,1,3439,23647.15,2.3647
EP003440,1,3440,1422.08,0.1422
EP003441,1,3441,13774.16,1.3774
EP003442,1,3442,5418.73,0.5419
EP003443,1,3443,2300.45,0.23
EP003444,1,3444,989.69,0.099
EP003445,1,3445,389.69,0.039
EP003446,1,3446,5725.14,0.5725
EP003447,1,3447,13197.22,1.3197
EP003448,1,3448,1981.92,0.1982
EP003449,1,3449,294.08,0.0294
EP003450,1,3450,10746.85,1.0747
EP003451,1,3451,1065.18,0.1065
EP003452,1,3452,1633.31,0.1633
EP003453,1,3453,1916.21,0.1916
EP003454,1,3454,11131.41,1.1131
EP003455,1,3455,45.56,0.0046
EP003456,1,3456,1915.51,0.1916
EP003457,1,3457,154.91,0.0155
EP003458,1,3458,25.72,0.0026
EP003459,1,3459,2067.75,0.2068
EP003460,1,3460,2227.19,0.2227
EP003461,1,3461,1337.98,0.1338
EP003462,1,3462,686.75,0.0687
EP003463,1,3463,1289.51,0.129
EP003464,1,3464,149.44,0.0149
EP003465,1,3465,1711.2,0.1711
EP003466,1,3466,110.08,0.011
EP003467,1,3467,514.4,0.0514
EP003468,1,3468,8318.61,0.8319
EP003469,1,3469,7096.61,0.7097
EP003470,1,3470,19.49,0.0019
EP003471,1,3471,12129.05,1.2129
EP003472,1,3472,205.14,0.0205
EP003473,1,3473,18.27,0.0018
EP003474,1,3474,194.86,0.0195
EP003475,1,3475,21631.68,2.1632
EP003476,1,3476,369.92,0.037
EP003477,1,3477,3925.06,0.3925
EP003478,1,3478,1753.26,0.1753
EP003479,1,3479,1941.52,0.1942
EP003480,1,3480,68.74,0.0069
EP003481,1,3481,1104.4,0.1104
EP003482,1,3482,164.3,0.0164
EP003483,1,3483,1002.5,0.1002
EP003484,1,3484,1527.86,0.1528
EP003485,1,3485,834.73,0.0835
EP003486,1,3486,241.11,0.0241
EP003487,1,3487,3566.78,0.3567
EP003488,1,3488,1587.75,0.1588
EP003489,1,3489,1190.44,0.119
EP003490,1,3490,2480.23,0.248
EP003491,1,3491,2120.5,0.2121
EP003492,1,3492,26.62,0.0027
EP003493,1,3493,1406.29,0.1406
EP003494,1,3494,287.74,0.0288
EP003495,1,3495,55.73,0.0056
EP003496,1,3496,266.36,0.0266
EP003497,1,3497,79.74,0.008
EP003498,1,3498,4555.58,0.4556
EP003499,1,3499,1993.99,0.1994
EP003500,1,3500,400.27,0.04
EP003501,1,3501,2187.9,0.2188
EP003502,1,3502,944.27,0.0944
EP003503,1,3503,870.52,0.0871
EP003504,1,3504,49954.61,4.9955
EP003505,1,3505,28.53,0.0029
EP003506,1,3506,289.64,0.029
EP003507,1,3507,33.11,0.0033
EP003508,1,3508,2283.1,0.2283
EP003509,1,3509,189.65,0.019
EP003510,1,3510,5815.04,0.5815
EP003511,1,3511,229.21,0.0229
EP003512,1,3512,37.91,0.0038
EP003513,1,3513,100.49,0.01
EP003514,1,3514,5578.04,0.5578
EP003515,1,3515,26.38,0.0026
EP003516,1,3516,86.79,0.0087
EP003517,1,3517,12.69,0.0013
EP003518,1,3518,68.7,0.0069
EP003519,1,3519,73350.72,7.3351
EP003520,1,3520,398.73,0.0399
EP003521,1,3521,966.94,0.0967
EP003522,1,3522,1227.53,0.1228
EP003523,1,3523,77.24,0.0077
EP003524,1,3524,440.68,0.0441
EP003525,1,3525,88.96,0.0089
EP003526,1,3526,23.49,0.0023
EP003527,1,3527,1453.56,0.1454
EP003528,1,3528,14786.55,1.4787
EP003529,1,3529,12.47,0.0012
EP003530,1,3530,1671.46,0.1671
EP003531,1,3531,52.63,0.0053
EP003532,1,3532,777.22,0.0777
EP003533,1,3533,6231.93,0.6232
EP003534,1,3534,281.55,0.0282
EP003535,1,3535,298.63,0.0299
EP003536,1,3536,249.33,0.0249
EP003537,1,3537,25.09,0.0025
EP003538,1,3538,13.32,0.0013
EP003539,1,3539,392.8,0.0393
EP003540,1,3540,156.83,0.0157
EP003541,1,3541,16.2,0.0016
EP003542,1,3542,221.78,0.0222
EP003543,1,3543,12.16,0.0012
EP003544,1,3544,12.01,0.0012
EP003545,1,3545,3229.19,0.3229
EP003546,1,3546,23.73,0.0024
EP003547,1,3547,7.16,0.0007
EP003548,1,3548,2.7,0.0003
EP003549,1,3549,390.83,0.0391
EP003550,1,3550,1972.56,0.1973
EP003551,1,3551,38.02,0.0038
EP003552,1,3552,311230.04,31.123
EP003553,1,3553,3029.78,0.303
EP003554,1,3554,800.71,0.0801
EP003555,1,3555,844.28,0.0844
EP003556,1,3556,108.27,0.0108
EP003557,1,3557,60.63,0.0061
EP003558,1,3558,357.53,0.0358
EP003559,1,3559,10872.35,1.0872
EP003560,1,3560,1342.18,0.1342
EP003561,1,3561,872.09,0.0872
EP003562,1,3562,118434.45,11.8434
EP003563,1,3563,1074.39,0.1074
EP003564,1,3564,826.23,0.0826
EP003565,1,3565,952.84,0.0953
EP003566,1,3566,93.05,0.0093
EP003567,1,3567,1491.76,0.1492
EP003568,1,3568,193.94,0.0194
EP003569,1,3569,286.94,0.0287
EP003570,1,3570,14168.0,1.4168
EP003571,1,3571,1910.6,0.1911
EP003572,1,3572,1249.23,0.1249
EP003573,1,3573,11406.76,1.1407
EP003574,1,3574,50.16,0.005
EP003575,1,3575,91.36,0.0091
EP003576,1,3576,88.92,0.0089
EP003577,1,3577,63.73,0.0064
EP003578,1,3578,485.12,0.0485
EP003579,1,3579,72.22,0.0072
EP003580,1,3580,107.73,0.0108
EP003581,1,3581,379.83,0.038
EP003582,1,3582,99.14,0.0099
EP003583,1,3583,114.93,0.0115
EP003584,1,3584,86.9,0.0087
EP003585,1,3585,188.92,0.0189
EP003586,1,3586,7768.38,0.7768
EP003587,1,3587,112.28,0.0112
EP003588,1,3588,147.92,0.0148
EP003589,1,3589,7.12,0.0007
EP003590,1,3590,7.09,0.0007
EP003591,1,3591,20.57,0.0021
EP003592,1,3592,122.81,0.0123
EP003593,1,3593,29.08,0.0029
EP003594,1,3594,458.07,0.0458
EP003595,1,3595,61.91,0.0062
EP003596,1,3596,66.26,0.0066
EP003597,1,3597,184.42,0.0184
EP003598,1,3598,32.2,0.0032
EP003599,1,3599,1414.11,0.1414
EP003600,1,3600,179.88,0.018
EP003601,1,3601,4327.95,0.4328
EP003602,1,3602,78.06,0.0078
EP003603,1,3603,17.65,0.0018
EP003604,1,3604,730.8,0.0731
EP003605,1,3605,6872.28,0.6872
EP003606,1,3606,649.1,0.0649
EP003607,1,3607,377.47,0.0377
EP003608,1,3608,1273.8,0.1274
EP003609,1,3609,2277.3,0.2277
EP003610,1,3610,488.59,0.0489
EP003611,1,3611,1215.75,0.1216
EP003612,1,3612,196.8,0.0197
EP003613,1,3613,20.2,0.002
EP003614,1,3614,398.98,0.0399
EP003615,1,3615,152.97,0.0153
EP003616,1,3616,625.63,0.0626
EP003617,1,3617,713.99,0.0714
EP003618,1,3618,666.32,0.0666
EP003619,1,3619,1476.25,0.1476
EP003620,1,3620,56.59,0.0057
EP003621,1,3621,96.09,0.0096
EP003622,1,3622,18.0,0.0018
EP003623,1,3623,37027.63,3.7028
EP003624,1,3624,204.2,0.0204
EP003625,1,3625,21285.5,2.1285
EP003626,1,3626,58.86,0.0059
EP003627,1,3627,18.07,0.0018
EP003628,1,3628,3722.02,0.3722
EP003629,1,3629,24876.45,2.4876
EP003630,1,3630,17.83,0.0018
EP003631,1,3631,109.73,0.011
EP003632,1,3632,32.33,0.0032
EP003633,1,3633,778.73,0.0779
EP003634,1,3634,58.19,0.0058
EP003635,1,3635,16.5,0.0016
EP003636,1,3636,107.58,0.0108
EP003637,1,3637,294.07,0.0294
EP003638,1,3638,226.52,0.0227
EP003639,1,3639,142.82,0.0143
EP003640,1,3640,27.41,0.0027
EP003641,1,3641,12.82,0.0013
EP003642,1,3642,279.51,0.028
EP003643,1,3643,3916.61,0.3917
EP003644,1,3644,6480.44,0.648
EP003645,1,3645,762.4,0.0762
EP003646,1,3646,62.05,0.0062
EP003647,1,3647,948.4,0.0948
EP003648,1,3648,89.35,0.0089
EP003649,1,3649,1764.72,0.1765
EP003650,1,3650,1620.16,0.162
EP003651,1,3651,69.95,0.007
EP003652,1,3652,296.35,0.0296
EP003653,1,3653,281.65,0.0282
EP003654,1,3654,42.4,0.0042
EP003655,1,3655,263.39,0.0263
EP003656,1,3656,23.0,0.0023
EP003657,1,3657,310.79,0.0311
EP003658,1,3658,21.87,0.0022
EP003659,1,3659,435.42,0.0435
EP003660,1,3660,36253.52,3.6254
EP003661,1,3661,91128.75,9.1129
EP003662,1,3662,26.34,0.0026
EP003663,1,3663,325.7,0.0326
EP003664,1,3664,48.41,0.0048
EP003665,1,3665,548.2,0.0548
EP003666,1,3666,53.08,0.0053
EP003667,1,3667,23.02,0.0023
EP003668,1,3668,234.81,0.0235
EP003669,1,3669,1219.45,0.1219
EP003670,1,3670,5457.73,0.5458
EP003671,1,3671,1632.38,0.1632
EP003672,1,3672,378.57,0.0379
EP003673,1,3673,119.03,0.0119
EP003674,1,3674,1509.05,0.1509
EP003675,1,3675,5596.44,0.5596
EP003676,1,3676,353867.9,35.3868
EP003677,1,3677,567.4,0.0567
EP003678,1,3678,15.04,0.0015
EP003679,1,3679,21.06,0.0021
EP003680,1,3680,154519.81,15.452
EP003681,1,3681,20.45,0.002
EP003682,1,3682,60.22,0.006
EP003683,1,3683,119.16,0.0119
EP003684,1,3684,124.57,0.0125
EP003685,1,3685,2191.25,0.2191
EP003686,1,3686,10.87,0.0011
EP003687,1,3687,83.11,0.0083
EP003688,1,3688,165.88,0.0166
EP003689,1,3689,326.67,0.0327
EP003690,1,3690,77.26,0.0077
EP003691,1,3691,13100.53,1.3101
EP003692,1,3692,39093.35,3.9093
EP003693,1,3693,101.99,0.0102
EP003694,1,3694,3961.6,0.3962
EP003695,1,3695,2082.39,0.2082
EP003696,1,3696,1452.03,0.1452
EP003697,1,3697,146.28,0.0146
EP003698,1,3698,5134.43,0.5134
EP003699,1,3699,35.92,0.0036
EP003700,1,3700,446.06,0.0446
EP003701,1,3701,444.22,0.0444
EP003702,1,3702,1388.54,0.1389
EP003703,1,3703,10203.3,1.0203
EP003704,1,3704,191.11,0.0191
EP003705,1,3705,1052.15,0.1052
EP003706,1,3706,5875.48,0.5875
EP003707,1,3707,2876.65,0.2877
EP003708,1,3708,11028.91,1.1029
EP003709,1,3709,198.76,0.0199
EP003710,1,3710,5.1,0.0005
EP003711,1,3711,734.28,0.0734
EP003712,1,3712,13998.84,1.3999
EP003713,1,3713,1333.67,0.1334
EP003714,1,3714,4168.42,0.4168
EP003715,1,3715,4078.55,0.4079
EP003716,1,3716,952.44,0.0952
EP003717,1,3717,637.6,0.0638
EP003718,1,3718,195.6,0.0196
EP003719,1,3719,1144.56,0.1145
EP003720,1,3720,605.26,0.0605
EP003721,1,3721,5179.37,0.5179
EP003722,1,3722,942.57,0.0943
EP003723,1,3723,1383.36,0.1383
EP003724,1,3724,5729.85,0.573
EP003725,1,3725,1676.54,0.1677
EP003726,1,3726,2772.54,0.2773
EP003727,1,3727,4525.88,0.4526
EP003728,1,3728,6078.16,0.6078
EP003729,1,3729,1086.91,0.1087
EP003730,1,3730,10531.45,1.0531
EP003731,1,3731,21334.14,2.1334
EP003732,1,3732,41258.46,4.1258
EP003733,1,3733,1436.76,0.1437
EP003734,1,3734,2163.35,0.2163
EP003735,1,3735,3749.92,0.375
EP003736,1,3736,4450.47,0.445
EP003737,1,3737,603.38,0.0603
EP003738,1,3738,805.68,0.0806
EP003739,1,3739,14052.02,1.4052
EP003740,1,3740,13912.87,1.3913
EP003741,1,3741,222.66,0.0223
EP003742,1,3742,43.61,0.0044
EP003743,1,3743,1420.11,0.142
EP003744,1,3744,54.28,0.0054
EP003745,1,3745,276.55,0.0277
EP003746,1,3746,1588.13,0.1588
EP003747,1,3747,17398.86,1.7399
EP003748,1,3748,228.77,0.0229
EP003749,1,3749,43.37,0.0043
EP003750,1,3750,954.04,0.0954
EP003751,1,3751,298.79,0.0299
EP003752,1,3752,2355.29,0.2355
EP003753,1,3753,2940.97,0.2941
EP003754,1,3754,605.95,0.0606
EP003755,1,3755,11893.8,1.1894
EP003756,1,3756,127.51,0.0128
EP003757,1,3757,224.33,0.0224
EP003758,1,3758,1933.85,0.1934
EP003759,1,3759,239.19,0.0239
EP003760,1,3760,2076.98,0.2077
EP003761,1,3761,203.64,0.0204
EP003762,1,3762,923.63,0.0924
EP003763,1,3763,228.63,0.0229
EP003764,1,3764,142.27,0.0142
EP003765,1,3765,695.01,0.0695
EP003766,1,3766,3403.63,0.3404
EP003767,1,3767,3081.2,0.3081
EP003768,1,3768,46.84,0.0047
EP003769,1,3769,4748.86,0.4749
EP003770,1,3770,3781.67,0.3782
EP003771,1,3771,245.24,0.0245
EP003772,1,3772,893.53,0.0894
EP003773,1,3773,248.94,0.0249
EP003774,1,3774,2199.21,0.2199
EP003775,1,3775,1235.11,0.1235
EP003776,1,3776,231.86,0.0232
EP003777,1,3777,7742.05,0.7742
EP003778,1,3778,3500.13,0.35
EP003779,1,3779,4114.05,0.4114
EP003780,1,3780,816.71,0.0817
EP003781,1,3781,158.67,0.0159
EP003782,1,3782,404.85,0.0405
EP003783,1,3783,252.28,0.0252
EP003784,1,3784,5720.68,0.5721
EP003785,1,3785,154.55,0.0155
EP003786,1,3786,106.69,0.0107
EP003787,1,3787,1378.06,0.1378
EP003788,1,3788,295.4,0.0295
EP003789,1,3789,19.49,0.0019
EP003790,1,3790,4246.08,0.4246
EP003791,1,3791,151.95,0.0152
EP003792,1,3792,12218.51,1.2219
EP003793,1,3793,65.04,0.0065
EP003794,1,3794,1419.38,0.1419
EP003795,1,3795,268.43,0.0268
EP003796,1,3796,155.05,0.0155
EP003797,1,3797,306.34,0.0306
