id_espacio_publico,id_fuente,parte_original,area_m2,area_ha
EP006904,1,6905,10494.38,1.0494
EP006905,1,6906,772.51,0.0773
EP006906,1,6907,26332.25,2.6332
EP006907,1,6908,2430.21,0.243
EP006908,1,6909,2095.55,0.2096
EP006909,1,6910,19597.84,1.9598
EP006910,1,6911,6696.68,0.6697
EP006911,1,6912,3163.29,0.3163
EP006912,1,6913,15577.41,1.5577
EP006913,1,6914,6617.12,0.6617
EP006914,1,6915,1432.39,0.1432
EP006915,1,6916,858.96,0.0859
EP006916,1,6917,396.54,0.0397
EP006917,1,6918,12.25,0.0012
EP006918,1,6919,1170.64,0.1171
EP006919,1,6920,265.95,0.0266
EP006920,1,6921,900.82,0.0901
EP006921,1,6922,187.79,0.0188
EP006922,1,6923,3008.06,0.3008
EP006923,1,6924,434.63,0.0435
EP006924,1,6925,1462.74,0.1463
EP006925,1,6926,2237.06,0.2237
EP006926,1,6927,309.49,0.0309
EP006927,1,6928,218.76,0.0219
EP006928,1,6929,930.44,0.093
EP006929,1,6930,260.67,0.0261
EP006930,1,6931,36623.82,3.6624
EP006931,1,6932,586.15,0.0586
EP006932,1,6933,17894.09,1.7894
EP006933,1,6934,100.05,0.01
EP006934,1,6935,26.18,0.0026
EP006935,1,6936,642.76,0.0643
EP006936,1,6937,7672.32,0.7672
EP006937,1,6938,712.17,0.0712
EP006938,1,6939,7414.02,0.7414
EP006939,1,6940,8704.21,0.8704
EP006940,1,6941,120.91,0.0121
EP006941,1,6942,3317.55,0.3318
EP006942,1,6943,45.51,0.0046
EP006943,1,6944,392.57,0.0393
EP006944,1,6945,5127.06,0.5127
EP006945,1,6946,52.96,0.0053
EP006946,1,6947,1140.42,0.114
EP006947,1,6948,877.62,0.0878
EP006948,1,6949,1035.37,0.1035
EP006949,1,6950,1659.28,0.1659
EP006950,1,6951,345.91,0.0346
EP006951,1,6952,1447.56,0.1448
EP006952,1,6953,93.51,0.0094
EP006953,1,6954,1231.14,0.1231
EP006954,1,6955,3178.82,0.3179
EP006955,1,6956,519.55,0.052
EP006956,1,6957,116.75,0.0117
EP006957,1,6958,236.54,0.0237
EP006958,1,6959,5361.87,0.5362
EP006959,1,6960,1740.57,0.1741
EP006960,1,6961,1839.7,0.184
EP006961,1,6962,1343.06,0.1343
EP006962,1,6963,530.61,0.0531
EP006963,1,6964,3222.8,0.3223
EP006964,1,6965,880.8,0.0881
EP006965,1,6966,1125.07,0.1125
EP006966,1,6967,18211.9,1.8212
EP006967,1,6968,903.68,0.0904
EP006968,1,6969,2199.21,0.2199
EP006969,1,6970,55.32,0.0055
EP006970,1,6971,1438.8,0.1439
EP006971,1,6972,3550.17,0.355
EP006972,1,6973,995.34,0.0995
EP006973,1,6974,1290.35,0.129
EP006974,1,6975,9463.18,0.9463
EP006975,1,6976,72.79,0.0073
EP006976,1,6977,7703.57,0.7704
EP006977,1,6978,186.07,0.0186
EP006978,1,6979,594.51,0.0595
EP006979,1,6980,1126.38,0.1126
EP006980,1,6981,1142.26,0.1142
EP006981,1,6982,35403.72,3.5404
EP006982,1,6983,5524.76,0.5525
EP006983,1,6984,13939.45,1.3939
EP006984,1,6985,3819.69,0.382
EP006985,1,6986,1064.93,0.1065
EP006986,1,6987,41343.95,4.1344
EP006987,1,6988,223.62,0.0224
EP006988,1,6989,870.31,0.087
EP006989,1,6990,8274.01,0.8274
EP006990,1,6991,265.18,0.0265
EP006991,1,6992,758.21,0.0758
EP006992,1,6993,142.2,0.0142
EP006993,1,6994,829.17,0.0829
EP006994,1,6995,22562.77,2.2563
EP006995,1,6996,178.14,0.0178
EP006996,1,6997,954.26,0.0954
EP006997,1,6998,817.62,0.0818
EP006998,1,6999,9792.17,0.9792
EP006999,1,7000,1055.82,0.1056
EP007000,1,7001,886.97,0.0887
EP007001,1,7002,5520.89,0.5521
EP007002,1,7003,9135.39,0.9135
EP007003,1,7004,3001.25,0.3001
EP007004,1,7005,29858.35,2.9858
EP007005,1,7006,1668.51,0.1669
EP007006,1,7007,1080.9,0.1081
EP007007,1,7008,2140.7,0.2141
EP007008,1,7009,2902.3,0.2902
EP007009,1,7010,760.42,0.076
EP007010,1,7011,1778.43,0.1778
EP007011,1,7012,163.46,0.0163
EP007012,1,7013,154.98,0.0155
EP007013,1,7014,623.58,0.0624
EP007014,1,7015,436.67,0.0437
EP007015,1,7016,168.89,0.0169
EP007016,1,7017,804.59,0.0805
EP007017,1,7018,17296.45,1.7296
EP007018,1,7019,819.89,0.082
EP007019,1,7020,1143.47,0.1143
EP007020,1,7021,153.14,0.0153
EP007021,1,7022,8136.58,0.8137
EP007022,1,7023,36.63,0.0037
EP007023,1,7024,873.52,0.0874
EP007024,1,7025,409.95,0.041
EP007025,1,7026,114.02,0.0114
EP007026,1,7027,22.87,0.0023
EP007027,1,7028,897.22,0.0897
EP007028,1,7029,3416.15,0.3416
EP007029,1,7030,74.32,0.0074
EP007030,1,7031,1552.91,0.1553
EP007031,1,7032,658.91,0.0659
EP007032,1,7033,1266.89,0.1267
EP007033,1,7034,50.06,0.005
EP007034,1,7035,9518.17,0.9518
EP007035,1,7036,708.03,0.0708
EP007036,1,7037,3583.0,0.3583
EP007037,1,7038,844.68,0.0845
EP007038,1,7039,795.38,0.0795
EP007039,1,7040,2829.14,0.2829
EP007040,1,7041,213.97,0.0214
EP007041,1,7042,21341.3,2.1341
EP007042,1,7043,1549.82,0.155
EP007043,1,7044,3304.13,0.3304
EP007044,1,7045,4445.09,0.4445
EP007045,1,7046,1951.57,0.1952
EP007046,1,7047,1204.94,0.1205
EP007047,1,7048,210.81,0.0211
EP007048,1,7049,1120.48,0.112
EP007049,1,7050,312.89,0.0313
EP007050,1,7051,500.65,0.0501
EP007051,1,7052,121.12,0.0121
EP007052,1,7053,1297.08,0.1297
EP007053,1,7054,242682.03,24.2682
EP007054,1,7055,1252.92,0.1253
EP007055,1,7056,1957.86,0.1958
EP007056,1,7057,13043.41,1.3043
EP007057,1,7058,15980.59,1.5981
EP007058,1,7059,6571.98,0.6572
EP007059,1,7060,2373.33,0.2373
EP007060,1,7061,31480.2,3.148
EP007061,1,7062,1631.13,0.1631
EP007062,1,7063,7995.35,0.7995
EP007063,1,7064,3476.58,0.3477
EP007064,1,7065,34514.53,3.4515
EP007065,1,7066,26086.02,2.6086
EP007066,1,7067,4575.66,0.4576
EP007067,1,7068,1771.78,0.1772
EP007068,1,7069,14558.51,1.4559
EP007069,1,7070,1332.59,0.1333
EP007070,1,7071,1230.27,0.123
EP007071,1,7072,2097.72,0.2098
EP007072,1,7073,126.05,0.0126
EP007073,1,7074,32740.33,3.274
EP007074,1,7075,125.81,0.0126
EP007075,1,7076,736.82,0.0737
EP007076,1,7077,1138.15,0.1138
EP007077,1,7078,266.65,0.0267
EP007078,1,7079,2078.49,0.2078
EP007079,1,7080,169.84,0.017
EP007080,1,7081,471.45,0.0471
EP007081,1,7082,5619.0,0.5619
EP007082,1,7083,1654.2,0.1654
EP007083,1,7084,134.67,0.0135
EP007084,1,7085,10298.16,1.0298
EP007085,1,7086,1567.82,0.1568
EP007086,1,7087,7.4,0.0007
EP007087,1,7088,246.43,0.0246
EP007088,1,7089,133668.21,13.3668
EP007089,1,7090,26.21,0.0026
EP007090,1,7091,11111.52,1.1112
EP007091,1,7092,214.67,0.0215
EP007092,1,7093,918.18,0.0918
EP007093,1,7094,25.32,0.0025
EP007094,1,7095,235.47,0.0235
EP007095,1,7096,39.28,0.0039
EP007096,1,7097,131.04,0.0131
EP007097,1,7098,2266.56,0.2267
EP007098,1,7099,25.21,0.0025
EP007099,1,7100,151.12,0.0151
EP007100,1,7101,3018.22,0.3018
EP007101,1,7102,22.83,0.0023
EP007102,1,7103,7.95,0.0008
EP007103,1,7104,1676.74,0.1677
EP007104,1,7105,251.6,0.0252
EP007105,1,7106,6.68,0.0007
EP007106,1,7107,2637.33,0.2637
EP007107,1,7108,55.52,0.0056
EP007108,1,7109,26.05,0.0026
EP007109,1,7110,144747.75,14.4748
EP007110,1,7111,243.61,0.0244
EP007111,1,7112,8.8,0.0009
EP007112,1,7113,123.73,0.0124
EP007113,1,7114,23.75,0.0024
EP007114,1,7115,23.24,0.0023
EP007115,1,7116,7.26,0.0007
EP007116,1,7117,3035.83,0.3036
EP007117,1,7118,556.85,0.0557
EP007118,1,7119,838.28,0.0838
EP007119,1,7120,27.58,0.0028
EP007120,1,7121,2804.6,0.2805
EP007121,1,7122,8567.14,0.8567
EP007122,1,7123,208.11,0.0208
EP007123,1,7124,44735.38,4.4735
EP007124,1,7125,127.69,0.0128
EP007125,1,7126,844.97,0.0845
EP007126,1,7127,200.63,0.0201
EP007127,1,7128,54.57,0.0055
EP007128,1,7129,122872.44,12.2872
EP007129,1,7130,884.67,0.0885
EP007130,1,7131,411.66,0.0412
EP007131,1,7132,163.05,0.0163
EP007132,1,7133,2811.57,0.2812
EP007133,1,7134,537.56,0.0538
EP007134,1,7135,3500.72,0.3501
EP007135,1,7136,229.92,0.023
EP007136,1,7137,30977.67,3.0978
EP007137,1,7138,2951.29,0.2951
EP007138,1,7139,5711.94,0.5712
EP007139,1,7140,172619.86,17.262
EP007140,1,7141,3054.69,0.3055
EP007141,1,7142,1222.96,0.1223
EP007142,1,7143,87229.41,8.7229
EP007143,1,7144,410.3,0.041
EP007144,1,7145,7447.9,0.7448
EP007145,1,7146,589.4,0.0589
EP007146,1,7147,2038.13,0.2038
EP007147,1,7148,2761.91,0.2762
EP007148,1,7149,479.52,0.048
EP007149,1,7150,499.33,0.0499
EP007150,1,7151,998.45,0.0998
EP007151,1,7152,10956.71,1.0957
EP007152,1,7153,6461.57,0.6462
EP007153,1,7154,977.63,0.0978
EP007154,1,7155,1222.81,0.1223
EP007155,1,7156,3240.72,0.3241
EP007156,1,7157,5607.39,0.5607
EP007157,1,7158,36341.83,3.6342
EP007158,1,7159,3365.94,0.3366
EP007159,1,7160,733.91,0.0734
EP007160,1,7161,996.22,0.0996
EP007161,1,7162,1848.82,0.1849
EP007162,1,7163,70.64,0.0071
EP007163,1,7164,1975.62,0.1976
EP007164,1,7165,15850.63,1.5851
EP007165,1,7166,1006.38,0.1006
EP007166,1,7167,98.57,0.0099
EP007167,1,7168,209.84,0.021
EP007168,1,7169,58.43,0.0058
EP007169,1,7170,322.59,0.0323
EP007170,1,7171,671.35,0.0671
EP007171,1,7172,2061.72,0.2062
EP007172,1,7173,1621.19,0.1621
EP007173,1,7174,13971.78,1.3972
EP007174,1,7175,147.94,0.0148
EP007175,1,7176,17264.36,1.7264
EP007176,1,7177,4071.96,0.4072
EP007177,1,7178,205.07,0.0205
EP007178,1,7179,356.66,0.0357
EP007179,1,7180,1092.36,0.1092
EP007180,1,7181,212.73,0.0213
EP007181,1,7182,250.74,0.0251
EP007182,1,7183,464.2,0.0464
EP007183,1,7184,11.32,0.0011
EP007184,1,7185,86.07,0.0086
EP007185,1,7186,2349.36,0.2349
EP007186,1,7187,2875.72,0.2876
EP007187,1,7188,7.29,0.0007
EP007188,1,7189,8584.64,0.8585
EP007189,1,7190,97.7,0.0098
EP007190,1,7191,94.6,0.0095
EP007191,1,7192,2700.41,0.27
EP007192,1,7193,1787.75,0.1788
EP007193,1,7194,1496.6,0.1497
EP007194,1,7195,549.57,0.055
EP007195,1,7196,927.12,0.0927
EP007196,1,7197,11557.11,1.1557
EP007197,1,7198,343.98,0.0344
EP007198,1,7199,800.23,0.08
EP007199,1,7200,16296.61,1.6297
EP007200,1,7201,777.18,0.0777
EP007201,1,7202,165.12,0.0165
EP007202,1,7203,5761.29,0.5761
EP007203,1,7204,766.67,0.0767
EP007204,1,7205,18321.69,1.8322
EP007205,1,7206,594.67,0.0595
EP007206,1,7207,3857.11,0.3857
EP007207,1,7208,373.53,0.0374
EP007208,1,7209,2977.54,0.2978
EP007209,1,7210,4495.37,0.4495
EP007210,1,7211,301.42,0.0301
EP007211,1,7212,54991.45,5.4991
EP007212,1,7213,19103.54,1.9104
EP007213,1,7214,6071.94,0.6072
EP007214,1,7215,170.12,0.017
EP007215,1,7216,3231.71,0.3232
EP007216,1,7217,8397.83,0.8398
EP007217,1,7218,63.17,0.0063
EP007218,1,7219,918.46,0.0918
EP007219,1,7220,1738.64,0.1739
EP007220,1,7221,110.77,0.0111
EP007221,1,7222,4160.8,0.4161
EP007222,1,7223,552.55,0.0553
EP007223,1,7224,6444.71,0.6445
EP007224,1,7225,1321.34,0.1321
EP007225,1,7226,84.41,0.0084
EP007226,1,7227,330.19,0.033
EP007227,1,7228,321.9,0.0322
EP007228,1,7229,63.35,0.0063
EP007229,1,7230,94.98,0.0095
EP007230,1,7231,575.19,0.0575
EP007231,1,7232,144.02,0.0144
EP007232,1,7233,162.99,0.0163
EP007233,1,7234,5202.41,0.5202
EP007234,1,7235,3202.14,0.3202
EP007235,1,7236,113.43,0.0113
EP007236,1,7237,10719.35,1.0719
EP007237,1,7238,15494.08,1.5494
EP007238,1,7239,1519.17,0.1519
EP007239,1,7240,13604.24,1.3604
EP007240,1,7241,8793.89,0.8794
EP007241,1,7242,445.23,0.0445
EP007242,1,7243,6514.2,0.6514
EP007243,1,7244,1254.76,0.1255
EP007244,1,7245,1136.31,0.1136
EP007245,1,7246,1071.93,0.1072
EP007246,1,7247,211.08,0.0211
EP007247,1,7248,694.78,0.0695
EP007248,1,7249,597.15,0.0597
EP007249,1,7250,419.15,0.0419
EP007250,1,7251,704.69,0.0705
EP007251,1,7252,14449.3,1.4449
EP007252,1,7253,728.26,0.0728
EP007253,1,7254,544.39,0.0544
EP007254,1,7255,6718.55,0.6719
EP007255,1,7256,2322.01,0.2322
EP007256,1,7257,14039.19,1.4039
EP007257,1,7258,1946.87,0.1947
EP007258,1,7259,598.18,0.0598
EP007259,1,7260,7085.92,0.7086
EP007260,1,7261,2034.44,0.2034
EP007261,1,7262,3284.98,0.3285
EP007262,1,7263,21473.53,2.1474
EP007263,1,7264,286.9,0.0287
EP007264,1,7265,4478.92,0.4479
EP007265,1,7266,294.38,0.0294
EP007266,1,7267,347.22,0.0347
EP007267,1,7268,5622.14,0.5622
EP007268,1,7269,3214.2,0.3214
EP007269,1,7270,10234.66,1.0235
EP007270,1,7271,2094.22,0.2094
EP007271,1,7272,27.77,0.0028
EP007272,1,7273,1297.92,0.1298
EP007273,1,7274,913.91,0.0914
EP007274,1,7275,659.09,0.0659
EP007275,1,7276,371792.28,37.1792
EP007276,1,7277,537.04,0.0537
EP007277,1,7278,1885.86,0.1886
EP007278,1,7279,1137.16,0.1137
EP007279,1,7280,42.59,0.0043
EP007280,1,7281,650.62,0.0651
EP007281,1,7282,16107.23,1.6107
EP007282,1,7283,2534.2,0.2534
EP007283,1,7284,4618.68,0.4619
EP007284,1,7285,4742.38,0.4742
EP007285,1,7286,501.47,0.0501
EP007286,1,7287,12640.94,1.2641
EP007287,1,7288,16291.18,1.6291
EP007288,1,7289,3078.44,0.3078
EP007289,1,7290,64.79,0.0065
EP007290,1,7291,3365.94,0.3366
EP007291,1,7292,703.61,0.0704
EP007292,1,7293,8064.33,0.8064
EP007293,1,7294,883.1,0.0883
EP007294,1,7295,2133.54,0.2134
EP007295,1,7296,257.34,0.0257
EP007296,1,7297,1042.43,0.1042
EP007297,1,7298,486.11,0.0486
EP007298,1,7299,53.09,0.0053
EP007299,1,7300,1615382.29,161.5382
EP007300,1,7301,1784.14,0.1784
EP007301,1,7302,515.64,0.0516
EP007302,1,7303,81.83,0.0082
EP007303,1,7304,809.35,0.0809
EP007304,1,7305,2999.91,0.3
EP007305,1,7306,19043.57,1.9044
EP007306,1,7307,192.43,0.0192
EP007307,1,7308,1946.26,0.1946
EP007308,1,7309,2355.89,0.2356
EP007309,1,7310,10580.4,1.058
EP007310,1,7311,4286.93,0.4287
EP007311,1,7312,121.38,0.0121
EP007312,1,7313,1429.77,0.143
EP007313,1,7314,501.9,0.0502
EP007314,1,7315,1711.35,0.1711
EP007315,1,7316,129.14,0.0129
EP007316,1,7317,186961.24,18.6961
EP007317,1,7318,1601.7,0.1602
EP007318,1,7319,1931.37,0.1931
EP007319,1,7320,889.78,0.089
EP007320,1,7321,1715.63,0.1716
EP007321,1,7322,57444.16,5.7444
EP007322,1,7323,1499.34,0.1499
EP007323,1,7324,726.27,0.0726
EP007324,1,7325,2326.41,0.2326
EP007325,1,7326,2709.45,0.2709
EP007326,1,7327,2256.12,0.2256
EP007327,1,7328,588.32,0.0588
EP007328,1,7329,114.99,0.0115
EP007329,1,7330,517.6,0.0518
EP007330,1,7331,65.06,0.0065
EP007331,1,7332,274.51,0.0275
EP007332,1,7333,3485.66,0.3486
EP007333,1,7334,1080.36,0.108
EP007334,1,7335,149.36,0.0149
EP007335,1,7336,1655.21,0.1655
EP007336,1,7337,323.62,0.0324
EP007337,1,7338,9826.75,0.9827
EP007338,1,7339,4188.04,0.4188
EP007339,1,7340,872.47,0.0872
EP007340,1,7341,238.23,0.0238
EP007341,1,7342,126.27,0.0126
EP007342,1,7343,296.89,0.0297
EP007343,1,7344,176.28,0.0176
EP007344,1,7345,94.36,0.0094
EP007345,1,7346,8272.03,0.8272
EP007346,1,7347,20716.89,2.0717
EP007347,1,7348,169.89,0.017
EP007348,1,7349,506.01,0.0506
EP007349,1,7350,1070.77,0.1071
EP007350,1,7351,708.03,0.0708
EP007351,1,7352,253.55,0.0254
EP007352,1,7353,18234.56,1.8235
EP007353,1,7354,52.08,0.0052
EP007354,1,7355,867.65,0.0868
EP007355,1,7356,253.4,0.0253
EP007356,1,7357,253.34,0.0253
EP007357,1,7358,867.65,0.0868
EP007358,1,7359,66.96,0.0067
EP007359,1,7360,18.47,0.0018
EP007360,1,7361,305.26,0.0305
EP007361,1,7362,295.12,0.0295
EP007362,1,7363,267.31,0.0267
EP007363,1,7364,297.23,0.0297
EP007364,1,7365,1533.43,0.1533
EP007365,1,7366,349.98,0.035
EP007366,1,7367,69.54,0.007
EP007367,1,7368,4589.73,0.459
EP007368,1,7369,333.42,0.0333
EP007369,1,7370,860.23,0.086
EP007370,1,7371,5156.77,0.5157
EP007371,1,7372,122.19,0.0122
EP007372,1,7373,323.23,0.0323
EP007373,1,7374,2007.6,0.2008
EP007374,1,7375,2113.8,0.2114
EP007375,1,7376,1010.06,0.101
EP007376,1,7377,297.15,0.0297
EP007377,1,7378,56.22,0.0056
EP007378,1,7379,6597.81,0.6598
EP007379,1,7380,296.91,0.0297
EP007380,1,7381,731.0,0.0731
EP007381,1,7382,253.64,0.0254
EP007382,1,7383,2169.43,0.2169
EP007383,1,7384,1724.6,0.1725
EP007384,1,7385,395.0,0.0395
EP007385,1,7386,344.2,0.0344
EP007386,1,7387,336.33,0.0336
EP007387,1,7388,2104.94,0.2105
EP007388,1,7389,52.67,0.0053
EP007389,1,7390,1547.87,0.1548
EP007390,1,7391,336.19,0.0336
EP007391,1,7392,31253.63,3.1254
EP007392,1,7393,122.09,0.0122
EP007393,1,7394,642.17,0.0642
EP007394,1,7395,336.07,0.0336
EP007395,1,7396,3524.01,0.3524
EP007396,1,7397,441.36,0.0441
EP007397,1,7398,1016.35,0.1016
EP007398,1,7399,335.95,0.0336
EP007399,1,7400,66.0,0.0066
EP007400,1,7401,115.36,0.0115
EP007401,1,7402,74.08,0.0074
EP007402,1,7403,1025.61,0.1026
EP007403,1,7404,12743.86,1.2744
EP007404,1,7405,1752.95,0.1753
EP007405,1,7406,657.56,0.0658
EP007406,1,7407,139.68,0.014
EP007407,1,7408,109.76,0.011
EP007408,1,7409,686.62,0.0687
EP007409,1,7410,897.41,0.0897
EP007410,1,7411,9820.37,0.982
EP007411,1,7412,1666.12,0.1666
EP007412,1,7413,3806.26,0.3806
EP007413,1,7414,211.28,0.0211
EP007414,1,7415,2436.07,0.2436
EP007415,1,7416,2418.63,0.2419
EP007416,1,7417,6691.31,0.6691
EP007417,1,7418,1851.27,0.1851
EP007418,1,7419,1606.21,0.1606
EP007419,1,7420,11796.98,1.1797
EP007420,1,7421,6705.71,0.6706
EP007421,1,7422,1184.72,0.1185
EP007422,1,7423,15184.3,1.5184
EP007423,1,7424,1866.22,0.1866
EP007424,1,7425,10533.66,1.0534
EP007425,1,7426,1412.98,0.1413
EP007426,1,7427,835.26,0.0835
EP007427,1,7428,1922.77,0.1923
EP007428,1,7429,30907.7,3.0908
EP007429,1,7430,360.86,0.0361
EP007430,1,7431,2404.51,0.2405
EP007431,1,7432,2483.92,0.2484
EP007432,1,7433,776.7,0.0777
EP007433,1,7434,10958.02,1.0958
EP007434,1,7435,2755.1,0.2755
EP007435,1,7436,1877.01,0.1877
EP007436,1,7437,3665.93,0.3666
EP007437,1,7438,7522.81,0.7523
EP007438,1,7439,1874.94,0.1875
EP007439,1,7440,4834.04,0.4834
EP007440,1,7441,879.28,0.0879
EP007441,1,7442,2731.09,0.2731
EP007442,1,7443,5396.46,0.5396
EP007443,1,7444,44.73,0.0045
EP007444,1,7445,1070.86,0.1071
EP007445,1,7446,2053.88,0.2054
EP007446,1,7447,1141.64,0.1142
EP007447,1,7448,113.1,0.0113
EP007448,1,7449,1859.93,0.186
EP007449,1,7450,925.12,0.0925
EP007450,1,7451,580.74,0.0581
EP007451,1,7452,211.03,0.0211
EP007452,1,7453,2585.53,0.2586
EP007453,1,7454,5035.26,0.5035
EP007454,1,7455,5499.84,0.55
EP007455,1,7456,6740.81,0.6741
EP007456,1,7457,111.97,0.0112
EP007457,1,7458,1385.75,0.1386
EP007458,1,7459,306.11,0.0306
EP007459,1,7460,136.45,0.0136
EP007460,1,7461,2715.27,0.2715
EP007461,1,7462,1356.78,0.1357
EP007462,1,7463,195.77,0.0196
EP007463,1,7464,931883.66,93.1884
EP007464,1,7465,2035.97,0.2036
EP007465,1,7466,68.08,0.0068
EP007466,1,7467,128.02,0.0128
EP007467,1,7468,1.75,0.0002
EP007468,1,7469,375.76,0.0376
EP007469,1,7470,102.43,0.0102
EP007470,1,7471,101.33,0.0101
EP007471,1,7472,2361.46,0.2361
EP007472,1,7473,930.6,0.0931
EP007473,1,7474,10386.84,1.0387
EP007474,1,7475,68.6,0.0069
EP007475,1,7476,7853.52,0.7854
EP007476,1,7477,140.33,0.014
EP007477,1,7478,13616.01,1.3616
EP007478,1,7479,823.46,0.0823
EP007479,1,7480,28317.47,2.8317
EP007480,1,7481,222.94,0.0223
EP007481,1,7482,247879.87,24.788
EP007482,1,7483,1390.33,0.139
EP007483,1,7484,9635.62,0.9636
EP007484,1,7485,277.79,0.0278
EP007485,1,7486,14804.71,1.4805
EP007486,1,7487,20053.16,2.0053
EP007487,1,7488,3365.94,0.3366
EP007488,1,7489,851.32,0.0851
EP007489,1,7490,12390.75,1.2391
EP007490,1,7491,1047.67,0.1048
EP007491,1,7492,91.98,0.0092
EP007492,1,7493,121.07,0.0121
EP007493,1,7494,4871.98,0.4872
EP007494,1,7495,101.88,0.0102
EP007495,1,7496,943.39,0.0943
EP007496,1,7497,4228.3,0.4228
EP007497,1,7498,2450.86,0.2451
EP007498,1,7499,13214.19,1.3214
EP007499,1,7500,29.85,0.003
EP007500,1,7501,8518.46,0.8518
EP007501,1,7502,92.22,0.0092
EP007502,1,7503,1416.17,0.1416
EP007503,1,7504,594.64,0.0595
EP007504,1,7505,2053.6,0.2054
EP007505,1,7506,360.75,0.0361
EP007506,1,7507,10186.5,1.0187
EP007507,1,7508,61.53,0.0062
EP007508,1,7509,458.58,0.0459
EP007509,1,7510,1514.2,0.1514
EP007510,1,7511,250.31,0.025
EP007511,1,7512,2367.27,0.2367
EP007512,1,7513,20571.19,2.0571
EP007513,1,7514,272.21,0.0272
EP007514,1,7515,1288.15,0.1288
EP007515,1,7516,151.13,0.0151
EP007516,1,7517,3122.09,0.3122
EP007517,1,7518,129.44,0.0129
EP007518,1,7519,80822.68,8.0823
EP007519,1,7520,54.1,0.0054
EP007520,1,7521,851.13,0.0851
EP007521,1,7522,5194.97,0.5195
EP007522,1,7523,557.11,0.0557
EP007523,1,7524,41.53,0.0042
EP007524,1,7525,331.0,0.0331
EP007525,1,7526,4820.04,0.482
EP007526,1,7527,95.24,0.0095
EP007527,1,7528,38.39,0.0038
EP007528,1,7529,1216.09,0.1216
EP007529,1,7530,257.07,0.0257
EP007530,1,7531,331.32,0.0331
EP007531,1,7532,8215.11,0.8215
EP007532,1,7533,1423.94,0.1424
EP007533,1,7534,5277.15,0.5277
EP007534,1,7535,273.37,0.0273
EP007535,1,7536,2471.45,0.2471
EP007536,1,7537,5248.01,0.5248
EP007537,1,7538,389.69,0.039
EP007538,1,7539,121.96,0.0122
EP007539,1,7540,11150.91,1.1151
EP007540,1,7541,299.08,0.0299
EP007541,1,7542,757.84,0.0758
EP007542,1,7543,1117.67,0.1118
EP007543,1,7544,173.32,0.0173
EP007544,1,7545,246090.36,24.609
EP007545,1,7546,1400.68,0.1401
EP007546,1,7547,33.43,0.0033
EP007547,1,7548,17749.81,1.775
EP007548,1,7549,150.47,0.015
EP007549,1,7550,1271.6,0.1272
EP007550,1,7551,1006.78,0.1007
EP007551,1,7552,335.36,0.0335
EP007552,1,7553,7194.66,0.7195
EP007553,1,7554,211.48,0.0211
EP007554,1,7555,713.23,0.0713
EP007555,1,7556,380.55,0.0381
EP007556,1,7557,380.55,0.0381
EP007557,1,7558,66.88,0.0067
EP007558,1,7559,133.59,0.0134
EP007559,1,7560,384.05,0.0384
EP007560,1,7561,3141.61,0.3142
EP007561,1,7562,337.83,0.0338
EP007562,1,7563,237.48,0.0237
EP007563,1,7564,426.3,0.0426
EP007564,1,7565,680.0,0.068
EP007565,1,7566,2148.79,0.2149
EP007566,1,7567,347.2,0.0347
EP007567,1,7568,76.15,0.0076
EP007568,1,7569,30.9,0.0031
EP007569,1,7570,160.37,0.016
EP007570,1,7571,286.04,0.0286
EP007571,1,7572,332.27,0.0332
EP007572,1,7573,46.85,0.0047
EP007573,1,7574,115.99,0.0116
EP007574,1,7575,105.63,0.0106
EP007575,1,7576,5610.38,0.561
EP007576,1,7577,199.36,0.0199
EP007577,1,7578,181.62,0.0182
EP007578,1,7579,468.65,0.0469
EP007579,1,7580,92.01,0.0092
EP007580,1,7581,98.65,0.0099
EP007581,1,7582,10017.02,1.0017
EP007582,1,7583,32.58,0.0033
EP007583,1,7584,30.52,0.0031
EP007584,1,7585,22720.68,2.2721
EP007585,1,7586,42770.71,4.2771
EP007586,1,7587,394.88,0.0395
EP007587,1,7588,244.76,0.0245
EP007588,1,7589,5224.68,0.5225
EP007589,1,7590,3050.38,0.305
EP007590,1,7591,295.3,0.0295
EP007591,1,7592,429.91,0.043
EP007592,1,7593,545.21,0.0545
EP007593,1,7594,4656.37,0.4656
EP007594,1,7595,524.08,0.0524
EP007595,1,7596,520959.69,52.096
EP007596,1,7597,1168.32,0.1168
EP007597,1,7598,3676.57,0.3677
EP007598,1,7599,136.45,0.0136
EP007599,1,7600,1702.43,0.1702
EP007600,1,7601,20277.34,2.0277
EP007601,1,7602,1272.58,0.1273
EP007602,1,7603,1184.46,0.1184
EP007603,1,7604,196.41,0.0196
EP007604,1,7605,264.66,0.0265
EP007605,1,7606,1328.9,0.1329
EP007606,1,7607,1004.75,0.1005
EP007607,1,7608,3689.5,0.3689
EP007608,1,7609,6380.94,0.6381
EP007609,1,7610,241.99,0.0242
EP007610,1,7611,406.63,0.0407
EP007611,1,7612,60038.99,6.0039
EP007612,1,7613,94.42,0.0094
EP007613,1,7614,652.19,0.0652
EP007614,1,7615,7705.2,0.7705
EP007615,1,7616,346.03,0.0346
EP007616,1,7617,383.27,0.0383
EP007617,1,7618,1070.56,0.1071
EP007618,1,7619,6733.91,0.6734
EP007619,1,7620,1130.99,0.1131
EP007620,1,7621,1099.11,0.1099
EP007621,1,7622,1327.55,0.1328
EP007622,1,7623,15743.75,1.5744
